processed_text,spam
hi vince yes meeting dinner tuesday night great coming tuesday c taking train new york wednesday morning see ken tuesday inn penn lobby hope great weekend thanks christie forwarded christie patrick hou ect vince j kaminski christie patrick hou ect ect cc kenneth parkhill na enron enron vince j kaminski hou ect ect subject change video teleconferences enron christie meeting fine presentation sent message regarding dinner tuesday join ken parkhill vince christie patrick vince j kaminski hou ect ect cc subject change video teleconferences enron hi vince thanks information spoke tom piazze today meeting th discuss webi contract also meeting wharton broadband technical people meeting students hope meet people charge business plan competition tom suggested might want call howard kurnreuther sp possibly stop see wharton getting wharton sometime tuesday try get reservation inn penn leaving early wednesday morning train new york shall meet tha lobby inn penn going meet students think meeting students pm ish say please let know also still need give wharton answer whether interested another investment efellows thanks vince great wekend christie forwarded christie patrick hou ect vince j kaminski christie patrick hou ect ect cc vince j kaminski hou ect ect kenneth parkhill na enron enron subject change video teleconferences enron fyi vince forwarded vince j kaminski hou ect fap clay degiacinto deepa mallik dennis feerick heather thorne jack rejtman jason cummins kim whitsel nicholas levitt omar bassel ram vittal steve lessar thomas tulika bhalla vincent chen cc fap vkamins enron com patterm wharton upenn edu subject change video teleconferences enron shdh shdh shdh please note remaining videoconferences scheduled enron changed teleconferences due difficulties experienced host agreed therefore continue teleconferences locations dates noted questions please contact fap office thanks donna,0
locations free orlando las vegas ft laud congratulations receiving special e mail invitation invitations sent select group individuals like confirmed qualified receive spectacular offer please click link register receive complimentary three night stay choice three nine fun filled locations magical orlando las vegas city lights palm beach fl florida best kept secret fabulous ft lauderdale atlantic city city excitement new smyrna beach fl secluded daytona beach fl worlds famous beach key west fl southern point u miami south beach city never sleeps log onto http www famtriptravel com mv cntr html complimentary vacations two keep mind obligation hold vacations expire hours date delivery special invitation special disclaimer message sent compliance proposed bill section paragraph c providing valid remove feature considered spam furthermore make every effort insure recipients direct marketing individuals asked receive additional informaion promotional offers companies offer internet marketing products apologize message reached error screening addresses done best technical ability honor removal requests would like removed future mailings sponsor listed e mailing mailto removeme famtriptravel com subject remove subject line advertising material used purpose soliciting sales vacation interval ownership plan,1
spreadsheet george posey vince clayton attached spread sheet worked george posey feel free edit let know thanks,0
henwood ercot symposium january shirley please register lance alex event vince forwarded vince j kaminski hou ect pm chris farrell cc subject henwood ercot symposium january mark calendar tuesday january downtown houston hyatt hotel henwood hosting comprehensive ercot symposium tuesday january team henwood regional power market specialists presenting latest analysis information assist preparing new ercot restructured power market addition anlysis issues playing wscc markets coffee registration begin program run pm lunch snacks provided agenda topics include critica success factors qualified scheduling entities operating ercot new wholesale retail markets market restructuring impact mid long term wholesale prices outlook new generation impacts upcoming emission regulations ercot generation resources new analytical tools available capture market uncertainty impacts supply contracts generation assets restructuring lessons learned california experience implications ercot conjunction program henwood demonstration room available present latest software applications e business solutions nominal registration fee required reserve space workshop information reserve spot please contact chris farrell henwood cfarrell hesinet com henwood henwood offers integrated business solutions strategic consulting innovative e business applications meet challenges restructured energy markets throughout north america australia europe serving clients include eight ten top utilities north america addition energy services providers power marketers want removed email list please reply sender put remove subject box,0
executive program credit risk modeling tanya please ask make arrangements vince tanya tamarchenko vince j kaminski hou ect ect cc subject executive program credit risk modeling yes think useful vincent attend program tanya vince j kaminski tanya tamarchenko hou ect ect cc subject executive program credit risk modeling tanya another thought vincent go well vince forwarded vince j kaminski hou ect vince j kaminski tanya tamarchenko hou ect ect cc subject executive program credit risk modeling fyi vince forwarded vince j kaminski hou ect kashiwamura shelby pm isero alicia kashiwamura shelby cc bcc vince j kaminski hou ect subject executive program credit risk modeling subject announcement executive program credit risk modeling credit risk modeling financial institutions october stanford university business school risk management specialists stanford business school professors finance darrell duffie kenneth singleton repeating successful executive program credit risk pricing risk management financial institutions course created risk managers research staff traders responsibility credit risk credit related products including bond loan portfolios otc derivative portfolios credit derivatives program includes valuation models defaultable bonds otc derivatives credit derivatives empirical applications corporate sovereign markets empirical theoretical assessments models measuring credit risk correlation portfolios strengths limitations current practice credit risk measurement practical issues implementing credit modeling risk systems estimation default transition probabilities correlations among default risks publicly traded companies historical data application form credit risk modeling financial institutions stanford october form may completed returned email may printed sent fax stanford gsb executive education programs fax number may also apply see detailed information visiting web site www gsb stanford edu exed crm applications acknowledged upon receipt received acknowledgement within two weeks please contact us please complete sections information kept strictly confidential name put x beside one please male female citizenship job title company company main activity business mailing address business phone codes please business fax email address home address home phone nickname identification badge emergency contact name emergency contact phone title person report job responsibilities experience related course please provide brief job summary attach send biographical summary containing information relevant purpose qualifications course college university education please list degree college university dates degree granted please note classes discussions conducted english order reserve place course program fee us due upon notification acceptance fee covers tuition single room meals course materials including proprietary manuscript credit risk pricing measurement refund policy available upon request please state source heard course name date would like hard copy brochure application form please contact make sure include mailing address shelby kashiwamura program manager executive education stanford graduate school business phone fax kashiwamura shelby gsb stanford edu,0
benzene forward curve hedge calculator new market trying develop benzene swaps possibly hedging financial naphtha physical toluene rgds anjam forwarded anjam ahmad lon ect anjam ahmad robert brewis lon ect ect stuart bland lon ect ect cc dale surbey lon ect ect hrvoje paver lon ect ect stinson gibner hou ect ect tracy wallace lon ect ect subject benzene forward curve hedge calculator dear attached spreadsheet benzenecurves xls also available research globalproducts hopefully allow derive mid curve benzene based upon existing naphtha curve produced tracy previous hedge ratio analysis still part new spreadsheet clarity graph curve based data depicted also provide confidence bands regression model assist deciding bid offer spread forward curve slightly involved let know like regards anjam x attachment,0
lunch super jestesmy umowieni juliusz vince j kaminski julius zajda lon ect ect cc subject lunch juliusz wtorek jest najlepszym dniem vince julius zajda vince j kaminski hou ect ect cc subject lunch przepraszam ze sie tak dlugo nie odzywalem ale musialem znalezc sobie mieszkanie przeprowadzic sie kupic jakies meble czy lunch w przyszlym tygodniu odpowiadalby panu mi pasuje kazdy dzien oprocz czwartku juliusz,0
unbiased info investor intelligence oi gas advisory oi gas entered long term buil market speciaity pinpointing hottest companies remaining undervalued energy plays produced soaring returns emerson oil gas eogi energy deveioper us oil belt canada highiy coveted reservoirs generating potentia miilions per week breaking news emerson oil gas inc eogi pieased announce aiberta energy utiiity board issued license company wel acadia project acadia project consists sections aiberta area produces natural gas viking formation oi potentia bakken zone gas potentia colony second white specks zones viking contains natura gas weils around acadia project potential bcf gas reservoir leases gas weils area calcuiated aof rates mmcf per day project located eastern aiberta year round access established production equipment infrastructure weil costs expected oo drilied cased compieted advanced funds wi go towards driiling first well well lease earns emerson working interest one section emerson oil gas inc eogi pieased announce land lease surveyed acquired regarding acadia project acadia project consists sections aiberta area produces natural gas viking formation oil potentia bakken zone gas potential colony second white specks zones viking contains natura gas welis around acadia project potentia bcf gas reservoir leases gas welis area caicuiated aof rates mmcf per day project located eastern alberta year round access estabiished production equipment infrastructure wel costs expected oo ooo drilled cased completed advanced funds go towards drilling first wel wel ease earns emerson working interest one section symbo eogi price value eogi shares skyrocket price charts confirm oil prices experiencing strongest buil market generation natural gas prices tripied ast two years multipie projects high gear expanding production reserves worth multi miliions eogi seiling less vaiue assets emerson oi gas specializes using new technoiogy turn unproductive oi gas deposits profitabie enterprises already shares oi gas sector rising faster overa market fact four dow jones ten top performing industry sectors past year energy reiated mid sized expiorers developers ike emerson eogi biggest gains made last months many stocks made triple even quadrupie returns subscribers need pay particularly close attention undervalued eogi shares bargain ong smail company comparably sma market vaiue sitting bonanza oil gas reserves unrecognized bonus investors especialiy daily jump energy prices ail wiil change short weeks reserves move production bringing expiosion cash expected capture attention market equa explosive effect share price wil cash flow projects price emerson oi gas shares weil know great thing investing eogi gains depend increases price oi gas even energy prices stay fiat deciine slightly wil stil make healthy return course energy prices expected continue meteoric rise next year predicted meaning vaiue eogi assets earnings wil soar even higher case reward investors wil staggering overa consider eogi one last outstanding energy piays oil gas sector discovery realized eogi shares wiil surge sharpiy heavy investor attention identified discovery immediate accumuiation eogi oi gas reserves established going massive production eariy investors secure optimum gains additional news area wi really turn heat causing us revise targets upward next week bu etin oi gas advisory oga investment expert certain statements contained newsietter may future ooking statements within meaning private securities litigation reform act terms expect believe may wiil intend similar terms may identify statements past performance indicator future resuits expert acquire se securities oga independent pubiication paid fifteen thousand dollars third party continuing coverage dissemination company information investors suggested seek proper guidance financial expert investors use information provided newsletter starting point gathering additiona information profiled company allow investor form opinion regarding investment wish stop future maiiings feel wrongfully piaced membership please send biank e mai thanks subject daily tip yahoo com,1
post visit enron vince christie many thanks inviting hosting tiger team site visit wonderful opportunity meet attend informative briefings many senior level contacts provided learn enron overall enlightening exciting learn much enron great company trip got rave reviews students delightful accommodating hosts project process confirming dates locations weekly thursday pm est videoconferences enron copy email students know anxious begin narrow scope soon possible begin research analysis particular projects thank time support project sincerely donna piazze program director field application project wharton school univ pennsylvania fax fap management wharton upenn edu piazze wharton upenn edu,0
meeting discuss presentation materials please respond hello vince kenneth teammates would like schedule time discuss presentation materials would prefer meet sometime thursday weekend include changes may suggest accommodate schedules thank help charles womack jr mba candidate rice university jesse h jones graduate school management cwomack rice edu cell,0
ena meeting event expenditure approval process approval process initiated meeting event expenditures excess enabled ena better assess business value events accurately track activities save money events include customer employee meetings trade shows ena made modifications process described memo threshold remains effect customer events however threshold approval employee meetings events lowered additional requirements must met prior approval please sure follow procedures described meetings events continue successfully manage events prior making commitments customers vendors customer events anticipated costs excess employee events anticipated costs excess must reviewed ena public relations pr department approved ena office chairman pr department handle site search hotel contract negotiations events completed pr department work plan produce event entirety provide much little assistance require pr department responsible helping achieve best value program ena completed expenditure request form see attached supporting documentation required event employee meetings require detailed agenda part event documentation prior approval please submit completed expenditure request form documentation pr department eb work pr department employees complete form pr review expenditure submitted ena office chairman final approval additionally pr department assist procurement tickets various local sporting events concerts questions regarding process would like assistance planning event need tickets houston event please contact dorie hitchcock pr department thank cooperation,0
energy finance critiques david reviews ut energy finance program requested jennifer martinez mba class energy finance taken fall energy finance program years ago good especially considering first year program lot guest speakers various energy companies gave us lot practical knowledge energy industry case studies lectures etc basically learned finance concepts tools regular finance classes cases examples energy related professors good part great deal practical industry experience guess reason decreased participation program would probably say professors ronn titman great known technical quantitative students prefer less technical professors classes limiting energy industry also fact class meets hours twice week may appealing things imagine drop enrollment especially understand every single person drop enron wonder something international status john massey mba class energy finance taken fall bottom line ut business schools great investment fund best activity available students energy finance program fairly weak watered version futures options class crossed weak finance appendage finance teacher pathetic poor teacher ignorant industry specific analysis devoid industry experience rude outside lectures industry keith brown educator good small portion class time way make better get teachers practical industry experience make seminar class focus case studies lectures given people industry promote class within business school felt like ut poor job internally students promoting class ross mesquita mba class energy finance taken fall honest great majority coursework energy specific energy applications presented seemed like general finance questions reworded include energy lingo good speakers part feel like hours class enough energy focus assumed would get better program progressed one reason may account decline enrollment energy finance specific focus would probably enrolled energy finance program available first year know enough energy time returned b school consider several career options e investment banking corporate finance entrepreneurship marketing etc new mba student would want narrow window opportunities energy companies perspective probably something true many mbas interest enron brought energy industry vice versa billy braddock mba class energy finance taken fall participant inaugural energy finance program fall primary positives class revolved around outside panels instruction example enron sent representatives separate occasions discuss particular topics vince kaminski gary hickerson notable speakers jeff sandefer independent business consultant e p professional beacon group encap investments another good speaker professor ut school engineering brought good perspective basics energy business class structured via team based instruction approach professors team teaching hour credit course none professors product knowledge energy business professors research focussed tenured little credibility teaching one professors primary focus research fixed income investments corporate finance respectively case ut finance program general energy finance particular ut dire need teaching professors opposed research professors ability convey finance practical examples level easily understood students without finance background particular energy program ut needs instruction energy professionals instructors used enron internal learning programs ie derivatives classes etc bryan williams mba class energy finance taken fall participated first energy finance class offered fall university texas curriculum understandably rough around edges first year energy finance course offered however instruction also suffered none instructors energy background speak credit hour class team taught three tenured professors two three professors co authored textbooks third professor claim fame fixed income group three professors research heavy opposed industry focused team teaching format incent one profs personably accountable success class said instructors good job attracting top notch outside speakers among vince kaminski gary hickerson enron also dedicated one class period video conference call beacon group energy consulting group believe recently acquired goldman jeff sandefer independent businessman entreprenuership instructor one foremost experts e experienced brand name professors e g sheridan titman teaching program cons program give students exposures energy companies enron specifically might need help students link interview oppurtunites energy companies enron george huan mba class energy finance taken fall companies expect mba students general management new ideas analytic quantative skills energy industry exception energy finance program offers financial strategy risk managements courses fit insudtry need however two courses far enough help students understand dynemic industrial transformation excitements opportunities industry management quantitive courses needed complete program suggestions seminars lectures energy industry energy companies students make decisions let know happening going happen industry companies looking management analytical courses included strategy financial enginering real option industry connections presentations discussions charlie weldon mba class energy finance taken fall experience energy finance program overall positive experience rewarding part class guest speakers brought dr titman portion class part course taught second half semester consisted case classes focusing energy industry two cases based enron overall case selection opinion appropriate well thought value added professor less speakers cases first eight weeks course covered futures options nearly examples problems discussed pertained directly energy industry special emphasis placed increasing student understanding supply demand dynamics power market use options futures speculating hedging stressed numerous occasions decent attempt explaining value power plant project believe university energy finance faculty trying continuously make improvements program however believe moving fast enough necessarily right path improvement strong need practical based training energy derivatives similar course taught paradigm enron focus university teachers quite theoretical due large part background theoretical basis crucial understanding basics real value program opinion effective bridging theoretical practical one course measures taken inject practicality someone extensive industry experience believe energy finance program continue underdeliver objectives additionally believe course structure changed eliminate need consecutive hours classroom instruction,0
recruiting good afternoon packing emails style currently understanding would like interview comp fin students period interview mba tentatively speaking one schedule sufficient attempt produce official job description shortly kristen town remainder week response inquiries may delayed contact info kristin gandy enron com regarding satellite program vince interested ecommerce program think would easier keep program full compared comp fin program pleasure back pittsburgh enjoyed meeting students year comp fin class look forward seeing weeks kevin kindall jean eisel pm kevin kindall enron com cc sgould andrew cmu edu subject recruiting hi kevin wow sure pack one e mail try answer questions look email answers monday november pm kevin kindall enron com wrote hello pleasure come back cmu enjoyed interacting students vince k expressed interest interviewing computational finance students enron conduct first round interviews mba students december would like set seperate interviews comp fin students enron would like interview pittsburgh based comp fin students need select date time excited want interview comp finance students want dec let know best suits since individuals pittsburgh area able accomodate would want one two schedules formal protocol matters need let know ideal dates send job description names students want interview try accomodating possible enron also interested ecommerce students ecommerce initiatives underway understanding kristen gandy contact activities send e mail address kristen get strating asap regarding houston based satellite program vince needs proposal writing would kind send one program vince interested satellite program seemed less intererted comp finance interested e commerce sent note michael shamos tridas discussing let know program see work anything thanks much look forward seeing weeks thanks kevin speedy response jean e eisel ph associate dean admissions coc alumni relations gsia carnegie mellon university pittsburgh pa fax currently news carnegie mellon university mba program ranked th business week list best graduate schools business united states,0
dr michelle foss energy institute thanks vince tied chairing iaee conference week appreciate fielding request via aisha hope well information mail treated confidentially michelle michot foss ph director energy institute c bauer college business melcher hall room university houston houston tx tel fax www uh edu energyinstitute pm please respond aisha uh edu vkamins ect enron com cc mmfoss uh edu subject dr michelle foss energy institute dear mr kaminski writing ask favor dr michelle foss know running new era program may may th dr foss wondering may nd pm pm would able bring participants tour trading floor time people since people maximum really trading floor need companies among divide participants time floor coral energy working duke contacting mr paul roberts arrange reliant energy trading floor hoping much would able direct right person contact arrange tour possiblity really appreciate help much thank best regards aisha jamal energy institute,0
enron credit modeling discussions hi kind enough supply information used strategic plan writing duffie assist gathering information suggested forward preliminary outline strategic plan attention thanks advance assistance iris table contents executive summary highlights introduction enron credit business plan products planned current status currently trade price new models need achieve goals attempts made internally external commercial sources available swot analysis strengths weakness opportunities threats pricing approach diagram illustrating various models tied together overall objective coming final cds dbs pricing brief description model shown diagram public firm versus private firm first cut modeling primarily public firms understanding public versus private firms credit risk characteristics data availability possible modeling approaches proposed approach plan towards development private firm model including comparative analysis model development etc portfolio level business feasibility analysis accounting breakeven analysis portfolio theory alternative short term measures kmv private firm model moody riskcalc model private firms comparison kmv vs moody private firm model future strategy development private firm pricing models short long tenor modelso completion parent subsidiary model risk management model ect business references,0
